Time,Pc_bar,Thrust_kN,M_tot,OF,Tw_max,Tc_out,Sigma_Hoop,Sigma_Therm,SF
0.000,1.00,0.39,0.16,0.00,299.7,220.3,5.3,0.0,47.42
0.010,1.00,0.39,0.16,0.00,299.5,220.0,5.3,0.0,47.42
0.020,1.00,0.39,0.16,0.00,299.2,219.8,5.3,0.0,47.42
0.030,1.00,0.39,0.16,0.00,298.9,219.6,5.3,0.0,47.42
0.040,1.00,0.39,0.16,0.00,298.6,219.3,5.3,0.0,47.42
0.050,1.00,0.39,0.16,0.00,298.4,219.1,5.3,0.0,47.42
0.060,1.00,0.39,0.16,0.00,298.1,218.9,5.3,0.0,47.42
0.070,1.00,0.39,0.16,0.00,297.8,218.7,5.3,0.0,47.42
0.080,1.00,0.39,0.16,0.00,297.6,218.4,5.3,0.0,47.42
0.090,1.00,0.39,0.16,0.00,297.3,218.2,5.3,0.0,47.42
0.100,1.00,0.39,0.16,0.00,297.0,218.0,5.3,0.0,47.42
0.110,1.00,0.39,0.20,0.00,296.7,215.0,5.3,0.0,47.42
0.120,1.00,0.39,0.24,0.00,296.3,212.4,5.3,0.0,47.42
0.130,1.00,0.39,0.27,0.00,295.9,210.2,5.3,0.0,47.42
0.140,1.00,0.39,0.31,0.00,295.3,208.2,5.3,0.0,47.42
0.150,1.00,0.39,0.35,0.00,294.8,206.3,5.3,0.0,47.42
0.160,1.00,0.39,0.55,0.43,294.2,204.6,5.3,0.0,47.42
0.170,1.74,0.68,0.75,0.78,293.6,203.0,9.2,0.0,27.22
0.180,2.83,1.10,0.95,1.08,293.2,201.5,14.9,0.0,16.78
0.190,4.06,1.58,1.15,1.33,293.0,200.2,21.4,0.0,11.68
0.200,5.41,2.11,1.35,1.55,293.1,199.1,28.5,0.0,8.76
0.210,6.86,2.67,1.55,1.73,293.5,198.2,36.2,0.0,6.91
0.220,8.39,3.26,1.75,1.90,294.3,197.6,44.2,0.0,5.65
0.230,12.22,4.75,1.95,2.05,297.0,197.2,64.4,0.0,3.88
0.240,13.48,5.24,2.15,2.18,299.9,197.9,71.1,0.0,3.52
0.250,14.74,5.73,2.35,2.30,303.1,198.7,77.7,2.9,3.10
0.260,15.99,6.22,2.55,2.40,306.9,199.6,84.3,6.4,2.76
0.270,17.25,6.71,2.75,2.50,311.4,200.7,90.9,10.6,2.46
0.280,18.51,7.20,2.95,2.59,316.1,201.8,97.6,15.1,2.22
0.290,19.76,7.69,3.15,2.67,321.1,203.1,104.2,19.7,2.02
0.300,21.02,8.17,3.35,2.74,326.3,204.4,110.8,24.5,1.85
0.310,22.27,8.66,3.55,2.81,331.6,205.9,117.4,29.6,1.70
0.320,23.53,9.15,3.75,2.87,337.2,207.4,124.0,34.8,1.57
0.330,24.79,9.64,3.95,2.93,343.0,209.0,130.7,40.2,1.46
0.340,26.04,10.13,4.15,2.98,348.9,210.7,137.3,45.7,1.37
0.350,27.30,10.62,4.35,3.03,355.0,212.4,143.9,51.4,1.28
0.360,28.56,11.11,4.55,3.08,361.2,214.2,150.5,57.2,1.20
0.370,29.81,11.60,4.75,3.12,367.6,216.1,157.2,63.2,1.13
0.380,31.07,12.08,4.96,3.16,374.1,218.0,163.8,69.3,1.07
0.390,32.33,12.57,5.16,3.20,380.7,219.9,170.4,75.5,1.02
0.400,33.58,13.06,5.36,3.24,387.5,221.9,177.0,81.8,0.97
0.410,34.84,13.55,5.56,3.27,394.3,224.0,183.7,88.2,0.92
0.420,36.09,14.04,5.76,3.31,401.2,226.0,190.3,94.6,0.88
0.430,37.35,14.53,5.96,3.34,408.2,228.1,196.9,101.2,0.84
0.440,38.61,15.02,6.16,3.37,415.3,230.2,203.5,107.8,0.80
0.450,39.86,15.50,6.36,3.40,422.4,232.4,210.2,114.5,0.77
0.460,41.12,15.99,6.56,3.42,429.6,234.5,216.8,121.2,0.74
0.470,42.38,16.48,6.76,3.45,436.8,236.7,223.4,127.9,0.71
0.480,43.63,16.97,6.96,3.47,444.1,238.9,230.0,134.7,0.69
0.490,44.89,17.46,7.16,3.49,451.4,241.1,236.6,141.6,0.66
0.500,46.15,17.95,7.36,3.52,458.7,243.3,243.3,148.4,0.64
0.510,46.15,17.95,7.36,3.52,465.9,246.0,243.3,155.1,0.63
0.520,46.15,17.95,7.36,3.52,472.9,248.6,243.3,161.6,0.62
0.530,46.15,17.95,7.36,3.52,479.7,251.2,243.3,168.0,0.61
0.540,46.15,17.95,7.36,3.52,486.4,253.7,243.3,174.3,0.60
0.550,46.15,17.95,7.36,3.52,493.0,256.1,243.3,180.4,0.59
0.560,46.15,17.95,7.36,3.52,499.4,258.5,243.3,186.4,0.58
0.570,46.15,17.95,7.36,3.52,505.7,260.9,243.3,192.3,0.57
0.580,46.15,17.95,7.36,3.52,511.8,263.2,243.3,198.0,0.57
0.590,46.15,17.95,7.36,3.52,517.8,265.4,243.3,203.6,0.56
0.600,46.15,17.95,7.36,3.52,523.7,267.7,243.3,209.1,0.55
0.610,46.15,17.95,7.36,3.52,529.4,269.8,243.3,214.5,0.55
0.620,46.15,17.95,7.36,3.52,535.0,271.9,243.3,219.7,0.54
0.630,46.15,17.95,7.36,3.52,540.5,274.0,243.3,224.9,0.53
0.640,46.15,17.95,7.36,3.52,545.9,276.1,243.3,229.9,0.53
0.650,46.15,17.95,7.36,3.52,551.1,278.1,243.3,234.8,0.52
0.660,46.15,17.95,7.36,3.52,556.3,280.0,243.3,239.6,0.52
0.670,46.15,17.95,7.36,3.52,561.3,281.9,243.3,244.3,0.51
0.680,46.15,17.95,7.36,3.52,566.2,283.8,243.3,248.9,0.51
0.690,46.15,17.95,7.36,3.52,571.0,285.6,243.3,253.4,0.50
0.700,46.15,17.95,7.36,3.52,575.8,287.4,243.3,257.8,0.50
0.710,46.15,17.95,7.36,3.52,580.4,289.2,243.3,262.1,0.49
0.720,46.15,17.95,7.36,3.52,584.9,290.9,243.3,266.3,0.49
0.730,46.15,17.95,7.36,3.52,589.3,292.6,243.3,270.5,0.49
0.740,46.15,17.95,7.36,3.52,593.6,294.3,243.3,274.5,0.48
0.750,46.15,17.95,7.36,3.52,597.8,295.9,243.3,278.4,0.48
0.760,46.15,17.95,7.36,3.52,601.9,297.5,243.3,282.3,0.19
0.770,46.15,17.95,7.36,3.52,605.9,299.0,243.3,286.0,0.19
0.780,46.15,17.95,7.36,3.52,609.9,300.5,243.3,289.7,0.19
0.790,46.15,17.95,7.36,3.52,613.7,302.0,243.3,293.3,0.19
0.800,46.15,17.95,7.36,3.52,617.5,303.5,243.3,296.9,0.19
0.810,46.15,17.95,7.36,3.52,621.2,304.9,243.3,300.3,0.18
0.820,46.15,17.95,7.36,3.52,624.8,306.3,243.3,303.7,0.18
0.830,46.15,17.95,7.36,3.52,628.3,307.7,243.3,307.0,0.18
0.840,46.15,17.95,7.36,3.52,631.8,309.0,243.3,310.2,0.18
0.850,46.15,17.95,7.36,3.52,635.2,310.3,243.3,313.4,0.18
0.860,46.15,17.95,7.36,3.52,638.5,311.6,243.3,316.5,0.18
0.870,46.15,17.95,7.36,3.52,641.7,312.9,243.3,319.5,0.18
0.880,46.15,17.95,7.36,3.52,644.8,314.1,243.3,322.4,0.18
0.890,46.15,17.95,7.36,3.52,647.9,315.3,243.3,325.3,0.18
0.900,46.15,17.95,7.36,3.52,650.9,316.5,243.3,328.1,0.18
0.910,46.15,17.95,7.36,3.52,653.9,317.7,243.3,330.9,0.17
0.920,46.15,17.95,7.36,3.52,656.8,318.8,243.3,333.6,0.17
0.930,46.15,17.95,7.36,3.52,659.6,319.9,243.3,336.2,0.17
0.940,46.15,17.95,7.36,3.52,662.4,321.0,243.3,338.8,0.17
0.950,46.15,17.95,7.36,3.52,665.1,322.1,243.3,341.3,0.17
0.960,46.15,17.95,7.36,3.52,667.7,323.1,243.3,343.8,0.17
0.970,46.15,17.95,7.36,3.52,670.3,324.1,243.3,346.2,0.17
0.980,46.15,17.95,7.36,3.52,672.8,325.1,243.3,348.6,0.17
0.990,46.15,17.95,7.36,3.52,675.3,326.1,243.3,350.9,0.17
1.000,46.15,17.95,7.36,3.52,677.7,327.0,243.3,353.2,0.17
1.010,46.15,17.95,7.36,3.52,680.1,328.0,243.3,355.4,0.17
1.020,46.15,17.95,7.36,3.52,682.4,328.9,243.3,357.5,0.17
1.030,46.15,17.95,7.36,3.52,684.7,329.8,243.3,359.7,0.17
1.040,46.15,17.95,7.36,3.52,686.9,330.7,243.3,361.7,0.17
1.050,46.15,17.95,7.36,3.52,689.0,331.5,243.3,363.7,0.16
1.060,46.15,17.95,7.36,3.52,691.1,332.4,243.3,365.7,0.16
1.070,46.15,17.95,7.36,3.52,693.2,333.2,243.3,367.7,0.16
1.080,46.15,17.95,7.36,3.52,695.2,334.0,243.3,369.5,0.16
1.090,46.15,17.95,7.36,3.52,697.2,334.8,243.3,371.4,0.16
1.100,46.15,17.95,7.36,3.52,699.1,335.6,243.3,373.2,0.16
1.110,46.15,17.95,7.36,3.52,701.0,336.3,243.3,375.0,0.16
1.120,46.15,17.95,7.36,3.52,702.9,337.1,243.3,376.7,0.16
1.130,46.15,17.95,7.36,3.52,704.7,337.8,243.3,378.4,0.16
1.140,46.15,17.95,7.36,3.52,706.5,338.5,243.3,380.0,0.16
1.150,46.15,17.95,7.36,3.52,708.2,339.2,243.3,381.7,0.16
1.160,46.15,17.95,7.36,3.52,709.9,339.9,243.3,383.2,0.16
1.170,46.15,17.95,7.36,3.52,711.5,340.6,243.3,384.8,0.16
1.180,46.15,17.95,7.36,3.52,713.2,341.2,243.3,386.3,0.16
1.190,46.15,17.95,7.36,3.52,714.7,341.9,243.3,387.8,0.16
1.200,46.15,17.95,7.36,3.52,716.3,342.5,243.3,389.2,0.16
1.210,46.15,17.95,7.36,3.52,717.8,343.1,243.3,390.6,0.16
1.220,46.15,17.95,7.36,3.52,719.3,343.7,243.3,392.0,0.16
1.230,46.15,17.95,7.36,3.52,720.7,344.3,243.3,393.4,0.16
1.240,46.15,17.95,7.36,3.52,722.1,344.9,243.3,394.7,0.16
1.250,46.15,17.95,7.36,3.52,723.5,345.4,243.3,396.0,0.16
1.260,46.15,17.95,7.36,3.52,724.9,346.0,243.3,397.2,0.16
1.270,46.15,17.95,7.36,3.52,726.2,346.5,243.3,398.5,0.16
1.280,46.15,17.95,7.36,3.52,727.5,347.1,243.3,399.7,0.16
1.290,46.15,17.95,7.36,3.52,728.7,347.6,243.3,400.9,0.16
1.300,46.15,17.95,7.36,3.52,730.0,348.1,243.3,402.0,0.15
1.310,46.15,17.95,7.36,3.52,731.2,348.6,243.3,403.2,0.15
1.320,46.15,17.95,7.36,3.52,732.4,349.1,243.3,404.3,0.15
1.330,46.15,17.95,7.36,3.52,733.5,349.5,243.3,405.3,0.15
1.340,46.15,17.95,7.36,3.52,734.6,350.0,243.3,406.4,0.15
1.350,46.15,17.95,7.36,3.52,735.8,350.5,243.3,407.4,0.15
1.360,46.15,17.95,7.36,3.52,736.8,350.9,243.3,408.4,0.15
1.370,46.15,17.95,7.36,3.52,737.9,351.3,243.3,409.4,0.15
1.380,46.15,17.95,7.36,3.52,738.9,351.8,243.3,410.4,0.15
1.390,46.15,17.95,7.36,3.52,739.9,352.2,243.3,411.3,0.15
1.400,46.15,17.95,7.36,3.52,740.9,352.6,243.3,412.3,0.15
1.410,46.15,17.95,7.36,3.52,741.9,353.0,243.3,413.2,0.15
1.420,46.15,17.95,7.36,3.52,742.8,353.4,243.3,414.0,0.15
1.430,46.15,17.95,7.36,3.52,743.7,353.8,243.3,414.9,0.15
1.440,46.15,17.95,7.36,3.52,744.6,354.2,243.3,415.7,0.15
1.450,46.15,17.95,7.36,3.52,745.5,354.5,243.3,416.6,0.15
1.460,46.15,17.95,7.36,3.52,746.4,354.9,243.3,417.4,0.15
1.470,46.15,17.95,7.36,3.52,747.2,355.2,243.3,418.2,0.15
1.480,46.15,17.95,7.36,3.52,748.1,355.6,243.3,418.9,0.15
1.490,46.15,17.95,7.36,3.52,748.9,355.9,243.3,419.7,0.15
1.500,46.15,17.95,7.36,3.52,749.7,356.3,243.3,420.4,0.15
1.510,46.15,17.95,7.36,3.52,750.4,356.6,243.3,421.1,0.15
1.520,46.15,17.95,7.36,3.52,751.2,356.9,243.3,421.8,0.15
1.530,46.15,17.95,7.36,3.52,751.9,357.2,243.3,422.5,0.15
1.540,46.15,17.95,7.36,3.52,752.6,357.5,243.3,423.2,0.15
1.550,46.15,17.95,7.36,3.52,753.3,357.8,243.3,423.9,0.15
1.560,46.15,17.95,7.36,3.52,754.0,358.1,243.3,424.5,0.15
1.570,46.15,17.95,7.36,3.52,754.7,358.4,243.3,425.1,0.15
1.580,46.15,17.95,7.36,3.52,755.4,358.7,243.3,425.8,0.15
1.590,46.15,17.95,7.36,3.52,756.0,358.9,243.3,426.4,0.15
1.600,46.15,17.95,7.36,3.52,756.6,359.2,243.3,426.9,0.15
1.610,46.15,17.95,7.36,3.52,757.2,359.5,243.3,427.5,0.15
1.620,46.15,17.95,7.36,3.52,757.8,359.7,243.3,428.1,0.15
1.630,46.15,17.95,7.36,3.52,758.4,360.0,243.3,428.6,0.15
1.640,46.15,17.95,7.36,3.52,759.0,360.2,243.3,429.2,0.15
1.650,46.15,17.95,7.36,3.52,759.6,360.4,243.3,429.7,0.15
1.660,46.15,17.95,7.36,3.52,760.1,360.7,243.3,430.2,0.15
1.670,46.15,17.95,7.36,3.52,760.6,360.9,243.3,430.7,0.15
1.680,46.15,17.95,7.36,3.52,761.2,361.1,243.3,431.2,0.15
1.690,46.15,17.95,7.36,3.52,761.7,361.4,243.3,431.7,0.15
1.700,46.15,17.95,7.36,3.52,762.2,361.6,243.3,432.1,0.15
1.710,46.15,17.95,7.36,3.52,762.7,361.8,243.3,432.6,0.15
1.720,46.15,17.95,7.36,3.52,763.2,362.0,243.3,433.1,0.15
1.730,46.15,17.95,7.36,3.52,763.6,362.2,243.3,433.5,0.15
1.740,46.15,17.95,7.36,3.52,764.1,362.4,243.3,433.9,0.15
1.750,46.15,17.95,7.36,3.52,764.5,362.6,243.3,434.3,0.15
1.760,46.15,17.95,7.36,3.52,765.0,362.8,243.3,434.7,0.15
1.770,46.15,17.95,7.36,3.52,765.4,363.0,243.3,435.1,0.15
1.780,46.15,17.95,7.36,3.52,765.8,363.1,243.3,435.5,0.15
1.790,46.15,17.95,7.36,3.52,766.2,363.3,243.3,435.9,0.15
1.800,46.15,17.95,7.36,3.52,766.6,363.5,243.3,436.3,0.15
1.810,46.15,17.95,7.36,3.52,767.0,363.7,243.3,436.7,0.15
1.820,46.15,17.95,7.36,3.52,767.4,363.8,243.3,437.0,0.15
1.830,46.15,17.95,7.36,3.52,767.8,364.0,243.3,437.4,0.15
1.840,46.15,17.95,7.36,3.52,768.1,364.1,243.3,437.7,0.15
1.850,46.15,17.95,7.36,3.52,768.5,364.3,243.3,438.0,0.15
1.860,46.15,17.95,7.36,3.52,768.8,364.4,243.3,438.4,0.15
1.870,46.15,17.95,7.36,3.52,769.2,364.6,243.3,438.7,0.15
1.880,46.15,17.95,7.36,3.52,769.5,364.7,243.3,439.0,0.15
1.890,46.15,17.95,7.36,3.52,769.8,364.9,243.3,439.3,0.15
1.900,46.15,17.95,7.36,3.52,770.2,365.0,243.3,439.6,0.15
1.910,46.15,17.95,7.36,3.52,770.5,365.2,243.3,439.9,0.15
1.920,46.15,17.95,7.36,3.52,770.8,365.3,243.3,440.2,0.15
1.930,46.15,17.95,7.36,3.52,771.1,365.4,243.3,440.5,0.15
1.940,46.15,17.95,7.36,3.52,771.4,365.6,243.3,440.7,0.15
1.950,46.15,17.95,7.36,3.52,771.7,365.7,243.3,441.0,0.15
1.960,46.15,17.95,7.36,3.52,771.9,365.8,243.3,441.3,0.15
1.970,46.15,17.95,7.36,3.52,772.2,365.9,243.3,441.5,0.15
1.980,46.15,17.95,7.36,3.52,772.5,366.0,243.3,441.8,0.15
1.990,46.15,17.95,7.36,3.52,772.7,366.2,243.3,442.0,0.15
2.000,46.15,17.95,7.36,3.52,773.0,366.3,243.3,442.2,0.15
2.010,46.15,17.95,7.36,3.52,773.2,366.4,243.3,442.5,0.15
2.020,46.15,17.95,7.36,3.52,773.5,366.5,243.3,442.7,0.15
2.030,46.15,17.95,7.36,3.52,773.7,366.6,243.3,442.9,0.15
2.040,46.15,17.95,7.36,3.52,773.9,366.7,243.3,443.1,0.15
2.050,46.15,17.95,7.36,3.52,774.2,366.8,243.3,443.3,0.15
2.060,46.15,17.95,7.36,3.52,774.4,366.9,243.3,443.6,0.15
2.070,46.15,17.95,7.36,3.52,774.6,367.0,243.3,443.8,0.15
2.080,46.15,17.95,7.36,3.52,774.8,367.1,243.3,444.0,0.15
2.090,46.15,17.95,7.36,3.52,775.0,367.2,243.3,444.1,0.15
2.100,46.15,17.95,7.36,3.52,775.2,367.3,243.3,444.3,0.15
2.110,46.15,17.95,7.36,3.52,775.4,367.4,243.3,444.5,0.15
2.120,46.15,17.95,7.36,3.52,775.6,367.4,243.3,444.7,0.15
2.130,46.15,17.95,7.36,3.52,775.8,367.5,243.3,444.9,0.15
2.140,46.15,17.95,7.36,3.52,776.0,367.6,243.3,445.0,0.15
2.150,46.15,17.95,7.36,3.52,776.2,367.7,243.3,445.2,0.15
2.160,46.15,17.95,7.36,3.52,776.3,367.8,243.3,445.4,0.15
2.170,46.15,17.95,7.36,3.52,776.5,367.8,243.3,445.5,0.15
2.180,46.15,17.95,7.36,3.52,776.7,367.9,243.3,445.7,0.15
2.190,46.15,17.95,7.36,3.52,776.9,368.0,243.3,445.9,0.15
2.200,46.15,17.95,7.36,3.52,777.0,368.1,243.3,446.0,0.15
2.210,46.15,17.95,7.36,3.52,777.2,368.1,243.3,446.2,0.15
2.220,46.15,17.95,7.36,3.52,777.3,368.2,243.3,446.3,0.15
2.230,46.15,17.95,7.36,3.52,777.5,368.3,243.3,446.4,0.14
2.240,46.15,17.95,7.36,3.52,777.6,368.3,243.3,446.6,0.14
2.250,46.15,17.95,7.36,3.52,777.8,368.4,243.3,446.7,0.14
2.260,46.15,17.95,7.36,3.52,777.9,368.5,243.3,446.8,0.14
2.270,46.15,17.95,7.36,3.52,778.0,368.5,243.3,447.0,0.14
2.280,46.15,17.95,7.36,3.52,778.2,368.6,243.3,447.1,0.14
2.290,46.15,17.95,7.36,3.52,778.3,368.7,243.3,447.2,0.14
2.300,46.15,17.95,7.36,3.52,778.4,368.7,243.3,447.3,0.14
2.310,46.15,17.95,7.36,3.52,778.6,368.8,243.3,447.5,0.14
2.320,46.15,17.95,7.36,3.52,778.7,368.8,243.3,447.6,0.14
2.330,46.15,17.95,7.36,3.52,778.8,368.9,243.3,447.7,0.14
2.340,46.15,17.95,7.36,3.52,778.9,368.9,243.3,447.8,0.14
2.350,46.15,17.95,7.36,3.52,779.0,369.0,243.3,447.9,0.14
2.360,46.15,17.95,7.36,3.52,779.1,369.0,243.3,448.0,0.14
2.370,46.15,17.95,7.36,3.52,779.3,369.1,243.3,448.1,0.14
2.380,46.15,17.95,7.36,3.52,779.4,369.1,243.3,448.2,0.14
2.390,46.15,17.95,7.36,3.52,779.5,369.2,243.3,448.3,0.14
2.400,46.15,17.95,7.36,3.52,779.6,369.2,243.3,448.4,0.14
2.410,46.15,17.95,7.36,3.52,779.7,369.3,243.3,448.5,0.14
2.420,46.15,17.95,7.36,3.52,779.8,369.3,243.3,448.6,0.14
2.430,46.15,17.95,7.36,3.52,779.9,369.4,243.3,448.7,0.14
2.440,46.15,17.95,7.36,3.52,780.0,369.4,243.3,448.8,0.14
2.450,46.15,17.95,7.36,3.52,780.0,369.5,243.3,448.8,0.14
2.460,46.15,17.95,7.36,3.52,780.1,369.5,243.3,448.9,0.14
2.470,46.15,17.95,7.36,3.52,780.2,369.5,243.3,449.0,0.14
2.480,46.15,17.95,7.36,3.52,780.3,369.6,243.3,449.1,0.14
2.490,46.15,17.95,7.36,3.52,780.4,369.6,243.3,449.2,0.14
2.500,46.15,17.95,7.36,3.52,780.5,369.7,243.3,449.2,0.14
2.510,46.15,17.95,7.36,3.52,780.5,369.7,243.3,449.3,0.14
2.520,46.15,17.95,7.36,3.52,780.6,369.7,243.3,449.4,0.14
2.530,46.15,17.95,7.36,3.52,780.7,369.8,243.3,449.5,0.14
2.540,46.15,17.95,7.36,3.52,780.8,369.8,243.3,449.5,0.14
2.550,46.15,17.95,7.36,3.52,780.8,369.8,243.3,449.6,0.14
2.560,46.15,17.95,7.36,3.52,780.9,369.9,243.3,449.7,0.14
2.570,46.15,17.95,7.36,3.52,781.0,369.9,243.3,449.7,0.14
2.580,46.15,17.95,7.36,3.52,781.1,369.9,243.3,449.8,0.14
2.590,46.15,17.95,7.36,3.52,781.1,370.0,243.3,449.8,0.14
2.600,46.15,17.95,7.36,3.52,781.2,370.0,243.3,449.9,0.14
2.610,46.15,17.95,7.36,3.52,781.2,370.0,243.3,450.0,0.14
2.620,46.15,17.95,7.36,3.52,781.3,370.0,243.3,450.0,0.14
2.630,46.15,17.95,7.36,3.52,781.4,370.1,243.3,450.1,0.14
2.640,46.15,17.95,7.36,3.52,781.4,370.1,243.3,450.1,0.14
2.650,46.15,17.95,7.36,3.52,781.5,370.1,243.3,450.2,0.14
2.660,46.15,17.95,7.36,3.52,781.5,370.2,243.3,450.2,0.14
2.670,46.15,17.95,7.36,3.52,781.6,370.2,243.3,450.3,0.14
2.680,46.15,17.95,7.36,3.52,781.6,370.2,243.3,450.3,0.14
2.690,46.15,17.95,7.36,3.52,781.7,370.2,243.3,450.4,0.14
2.700,46.15,17.95,7.36,3.52,781.8,370.3,243.3,450.4,0.14
2.710,46.15,17.95,7.36,3.52,781.8,370.3,243.3,450.5,0.14
2.720,46.15,17.95,7.36,3.52,781.8,370.3,243.3,450.5,0.14
2.730,46.15,17.95,7.36,3.52,781.9,370.3,243.3,450.6,0.14
2.740,46.15,17.95,7.36,3.52,781.9,370.4,243.3,450.6,0.14
2.750,46.15,17.95,7.36,3.52,782.0,370.4,243.3,450.7,0.14
2.760,46.15,17.95,7.36,3.52,782.0,370.4,243.3,450.7,0.14
2.770,46.15,17.95,7.36,3.52,782.1,370.4,243.3,450.7,0.14
2.780,46.15,17.95,7.36,3.52,782.1,370.4,243.3,450.8,0.14
2.790,46.15,17.95,7.36,3.52,782.2,370.5,243.3,450.8,0.14
2.800,46.15,17.95,7.36,3.52,782.2,370.5,243.3,450.9,0.14
2.810,46.15,17.95,7.36,3.52,782.2,370.5,243.3,450.9,0.14
2.820,46.15,17.95,7.36,3.52,782.3,370.5,243.3,450.9,0.14
2.830,46.15,17.95,7.36,3.52,782.3,370.5,243.3,451.0,0.14
2.840,46.15,17.95,7.36,3.52,782.4,370.6,243.3,451.0,0.14
2.850,46.15,17.95,7.36,3.52,782.4,370.6,243.3,451.0,0.14
2.860,46.15,17.95,7.36,3.52,782.4,370.6,243.3,451.1,0.14
2.870,46.15,17.95,7.36,3.52,782.5,370.6,243.3,451.1,0.14
2.880,46.15,17.95,7.36,3.52,782.5,370.6,243.3,451.1,0.14
2.890,46.15,17.95,7.36,3.52,782.5,370.6,243.3,451.2,0.14
2.900,46.15,17.95,7.36,3.52,782.6,370.6,243.3,451.2,0.14
2.910,46.15,17.95,7.36,3.52,782.6,370.7,243.3,451.2,0.14
2.920,46.15,17.95,7.36,3.52,782.6,370.7,243.3,451.3,0.14
2.930,46.15,17.95,7.36,3.52,782.7,370.7,243.3,451.3,0.14
2.940,46.15,17.95,7.36,3.52,782.7,370.7,243.3,451.3,0.14
2.950,46.15,17.95,7.36,3.52,782.7,370.7,243.3,451.3,0.14
2.960,46.15,17.95,7.36,3.52,782.7,370.7,243.3,451.4,0.14
2.970,46.15,17.95,7.36,3.52,782.8,370.8,243.3,451.4,0.14
2.980,46.15,17.95,7.36,3.52,782.8,370.8,243.3,451.4,0.14
2.990,46.15,17.95,7.36,3.52,782.8,370.8,243.3,451.4,0.14
3.000,46.15,17.95,7.36,3.52,782.8,370.8,243.3,451.5,0.14
3.010,46.15,17.95,7.36,3.52,782.9,370.8,243.3,451.5,0.14
3.020,46.15,17.95,7.36,3.52,782.9,370.8,243.3,451.5,0.14
3.030,46.15,17.95,7.36,3.52,782.9,370.8,243.3,451.5,0.14
3.040,46.15,17.95,7.36,3.52,782.9,370.8,243.3,451.6,0.14
3.050,46.15,17.95,7.36,3.52,783.0,370.8,243.3,451.6,0.14
3.060,46.15,17.95,7.36,3.52,783.0,370.9,243.3,451.6,0.14
3.070,46.15,17.95,7.36,3.52,783.0,370.9,243.3,451.6,0.14
3.080,46.15,17.95,7.36,3.52,783.0,370.9,243.3,451.6,0.14
3.090,46.15,17.95,7.36,3.52,783.1,370.9,243.3,451.7,0.14
3.100,46.15,17.95,7.36,3.52,783.1,370.9,243.3,451.7,0.14
3.110,46.15,17.95,7.36,3.52,783.1,370.9,243.3,451.7,0.14
3.120,46.15,17.95,7.36,3.52,783.1,370.9,243.3,451.7,0.14
3.130,46.15,17.95,7.36,3.52,783.1,370.9,243.3,451.7,0.14
3.140,46.15,17.95,7.36,3.52,783.1,370.9,243.3,451.7,0.14
3.150,46.15,17.95,7.36,3.52,783.2,370.9,243.3,451.8,0.14
3.160,46.15,17.95,7.36,3.52,783.2,371.0,243.3,451.8,0.14
3.170,46.15,17.95,7.36,3.52,783.2,371.0,243.3,451.8,0.14
3.180,46.15,17.95,7.36,3.52,783.2,371.0,243.3,451.8,0.14
3.190,46.15,17.95,7.36,3.52,783.2,371.0,243.3,451.8,0.14
3.200,46.15,17.95,7.36,3.52,783.3,371.0,243.3,451.8,0.14
3.210,46.15,17.95,7.36,3.52,783.3,371.0,243.3,451.9,0.14
3.220,46.15,17.95,7.36,3.52,783.3,371.0,243.3,451.9,0.14
3.230,46.15,17.95,7.36,3.52,783.3,371.0,243.3,451.9,0.14
3.240,46.15,17.95,7.36,3.52,783.3,371.0,243.3,451.9,0.14
3.250,46.15,17.95,7.36,3.52,783.3,371.0,243.3,451.9,0.14
3.260,46.15,17.95,7.36,3.52,783.3,371.0,243.3,451.9,0.14
3.270,46.15,17.95,7.36,3.52,783.4,371.0,243.3,451.9,0.14
3.280,46.15,17.95,7.36,3.52,783.4,371.0,243.3,451.9,0.14
3.290,46.15,17.95,7.36,3.52,783.4,371.1,243.3,452.0,0.14
3.300,46.15,17.95,7.36,3.52,783.4,371.1,243.3,452.0,0.14
3.310,46.15,17.95,7.36,3.52,783.4,371.1,243.3,452.0,0.14
3.320,46.15,17.95,7.36,3.52,783.4,371.1,243.3,452.0,0.14
3.330,46.15,17.95,7.36,3.52,783.4,371.1,243.3,452.0,0.14
3.340,46.15,17.95,7.36,3.52,783.4,371.1,243.3,452.0,0.14
3.350,46.15,17.95,7.36,3.52,783.5,371.1,243.3,452.0,0.14
3.360,46.15,17.95,7.36,3.52,783.5,371.1,243.3,452.0,0.14
3.370,46.15,17.95,7.36,3.52,783.5,371.1,243.3,452.1,0.14
3.380,46.15,17.95,7.36,3.52,783.5,371.1,243.3,452.1,0.14
3.390,46.15,17.95,7.36,3.52,783.5,371.1,243.3,452.1,0.14
3.400,46.15,17.95,7.36,3.52,783.5,371.1,243.3,452.1,0.14
3.410,46.15,17.95,7.36,3.52,783.5,371.1,243.3,452.1,0.14
3.420,46.15,17.95,7.36,3.52,783.5,371.1,243.3,452.1,0.14
3.430,46.15,17.95,7.36,3.52,783.5,371.1,243.3,452.1,0.14
3.440,46.15,17.95,7.36,3.52,783.5,371.1,243.3,452.1,0.14
3.450,46.15,17.95,7.36,3.52,783.6,371.1,243.3,452.1,0.14
3.460,46.15,17.95,7.36,3.52,783.6,371.1,243.3,452.1,0.14
3.470,46.15,17.95,7.36,3.52,783.6,371.2,243.3,452.1,0.14
